pair_id,HuBERT base Tr-24,HuBERT ASR-FT Tr-24,MFCC39,STRF24
AN19P:04aaa8db0aaef563,11.532911487100048,7.506407670343888,8.375753336984188,4.509838888525159
AN19P:04c46c6785bdfbee,13.273939881180771,15.991724991725826,6.356349066604311,4.727618496677672
AN19P:04d251fae3898d59,18.20836152849317,6.209528700552832,6.187941584462118,4.627966361401144
AN19P:04dae214924271ed,39.010921459871845,13.637976049744257,9.497305361327426,6.880038800561361
AN19P:04dfb6e8a78a286e,17.178338848414512,5.1762762167234655,7.818340983418128,5.223067470348124
AN19P:04e16f4957d17fa3,13.346380908194847,16.895294207209727,6.511095253415417,5.525091390206805
AN19P:04e66fbcd0f1fd02,19.27146951531206,10.285870437498186,7.750220726301274,6.302775220810555
AN19P:04f95432de6afb54,19.710949035356137,13.849126941997625,7.858264029379908,5.596822922579363
AN19P:051526f97bb6331d,36.49023272436816,32.24144396867203,9.59023918310502,6.987885422199241
AN19P:0515e1ffe25ddeb5,19.885103664675366,10.087501966136644,9.121432151311977,7.706648887595629
AN19P:051b250c98146167,18.086848232934354,1.4513615491324834,6.950612603931942,4.417549528544482
AN19P:052043079a6a398b,23.61553070432705,11.92786903617492,8.270809386299652,5.748807475264631
AN19P:0529f0ec321746f4,9.111059650023604,2.3462299987158497,7.504513831772264,4.657793853090974
AN19P:052c990c3dea6226,22.15236795669688,14.168513751292137,8.652778260285189,4.766696627999675
AN19P:0537a6d113410c30,11.05892784843953,10.581427306371385,8.053429832181397,5.228277214413908
AN19P:054533759ff78fa5,26.268749434039343,16.776379198074068,8.07480574641709,5.613667957901983
AN19P:0553eeaa975fa6a0,17.344515051233326,15.031737481038869,9.58709225792667,6.839548844413388
AN19P:05645c91e05c0c3d,19.48484548540447,6.778326402384254,7.226268370856844,5.258165977498128
AN19P:05694d45aba6c8e6,14.814451563531287,16.300910958375837,7.689658883411662,4.486743491448027
AN19P:057213a1f5bdfd32,7.278480716770691,4.8019731843470925,6.775479547945159,3.630909754362354
AN19P:0573a7a7e2e8e8b4,17.35974896795384,9.131044846473502,7.84393525265209,6.120138012834267
AN19P:057fa3a5ce6bafa7,43.3647735961127,25.55529487607643,9.649227813455878,8.838222073613766
AN19P:058dfc37409e890a,21.46354557019826,10.498860101339398,8.500247996376034,5.452572925100068
AN19P:0591788a1e69acc0,12.997263371671073,2.859928534822284,7.269560931856077,4.752913411057054
AN19P:059a51f56e9cdd86,17.3467188242218,10.634477789084665,8.830163486072195,5.340823574188811
AN19P:059aff76ad9807b5,13.348053819000713,8.248152485226955,8.859018523336012,6.092678443125159
AN19P:059fa0385f8d60b2,22.48256049748393,10.07394681650266,7.985320803441442,6.342396558238422
AN19P:05b02c05a4c6f42e,24.121973130539452,7.641154867949341,8.376640853622135,4.9667492189747
AN19P:05b676a2f4a9a1aa,19.307384567826112,9.481031357052586,9.903925941844603,5.395798808281151
AN19P:05ba33f21bd431ea,6.569813585495623,3.884536129519818,5.940171551212597,4.10568599406998
AN19P:05c0b19723b0cbb4,11.831573240697182,13.385046488283251,7.541384642497778,5.251364008042962
AN19P:05cb3cc04e077278,20.48049881729028,6.7255785012893305,8.796782365063782,6.4531154158203625
AN19P:05d320bcd244252e,13.458468948449337,4.063727704419449,8.222374520014592,4.939782933799175
AN19P:05eccc85ff90cb60,18.40189736362433,5.025671470382859,7.374332852649138,4.631196846545473
AN19P:05f743001cd3a526,17.927938218486396,7.286151665498496,6.493833230544797,4.073556421890519
