dataset_id,feature_key,scope,fold,model_id,n_rows,total_trials,total_log_loss,mean_log_loss,layer,measure,variant,held_out_log_likelihood_per_trial,sample_stratum
AN19,tr_0::within_type_word,oof_fold,1.0,M_predictor,1920,1920,1325.33764322604,0.69028002251356,tr_0,within_type_word,base,-0.6902800225135625,all exposure participants
AN19,tr_0::within_type_word,oof_fold,2.0,M_predictor,1920,1920,1320.55595755206,0.687789561225029,tr_0,within_type_word,base,-0.6877895612250312,all exposure participants
AN19,tr_10::between_type_word,oof_fold,0.0,M_predictor,1920,1920,1331.81809551695,0.693655258081745,tr_10,between_type_word,base,-0.6936552580817448,all exposure participants
AN19,tr_10::between_type_word,oof_fold,1.0,M_predictor,1920,1920,1325.10940037094,0.690161146026531,tr_10,between_type_word,base,-0.6901611460265312,all exposure participants
AN19,tr_10::between_type_word,oof_fold,2.0,M_predictor,1920,1920,1319.18647836688,0.687076290816085,tr_10,between_type_word,base,-0.6870762908160833,all exposure participants
AN19,tr_10::mean_dissimilarity_word,oof_fold,0.0,M_predictor,1920,1920,1332.50071986535,0.694010791596536,tr_10,mean_dissimilarity_word,base,-0.6940107915965364,all exposure participants
AN19,tr_10::mean_dissimilarity_word,oof_fold,1.0,M_predictor,1920,1920,1321.9018276915,0.688490535255988,tr_10,mean_dissimilarity_word,base,-0.6884905352559897,all exposure participants
AN19,tr_10::mean_dissimilarity_word,oof_fold,2.0,M_predictor,1920,1920,1320.46638673827,0.687742909759515,tr_10,mean_dissimilarity_word,base,-0.6877429097595157,all exposure participants
AN19,tr_10::order_word,oof_fold,0.0,M_predictor,1920,1920,1330.82592936252,0.69313850487631,tr_10,order_word,base,-0.6931385048763125,all exposure participants
AN19,tr_10::order_word,oof_fold,1.0,M_predictor,1920,1920,1322.4822460476,0.688792836483125,tr_10,order_word,base,-0.6887928364831251,all exposure participants
AN19,tr_10::order_word,oof_fold,2.0,M_predictor,1920,1920,1321.84255659752,0.688459664894543,tr_10,order_word,base,-0.6884596648945416,all exposure participants
AN19,tr_10::overall,oof_fold,0.0,M_predictor,1920,1920,1331.27081622373,0.693370216783193,tr_10,overall,base,-0.6933702167831927,all exposure participants
AN19,tr_10::overall,oof_fold,1.0,M_predictor,1920,1920,1326.56622317731,0.690919907904849,tr_10,overall,base,-0.6909199079048489,all exposure participants
AN19,tr_10::overall,oof_fold,2.0,M_predictor,1920,1920,1320.74859664254,0.687889894084655,tr_10,overall,base,-0.6878898940846562,all exposure participants
AN19,tr_10::overall_order_sensitive,oof_fold,0.0,M_predictor,1920,1920,1331.40783057987,0.693441578427014,tr_10,overall_order_sensitive,base,-0.6934415784270157,all exposure participants
AN19,tr_10::overall_order_sensitive,oof_fold,1.0,M_predictor,1920,1920,1322.09016218181,0.688588626136361,tr_10,overall_order_sensitive,base,-0.6885886261363594,all exposure participants
AN19,tr_10::overall_order_sensitive,oof_fold,2.0,M_predictor,1920,1920,1321.95522277645,0.688518345196069,tr_10,overall_order_sensitive,base,-0.6885183451960677,all exposure participants
AN19,tr_10::within_token_word,oof_fold,0.0,M_predictor,1920,1920,1331.69222282315,0.69358969938706,tr_10,within_token_word,base,-0.6935896993870573,all exposure participants
AN19,tr_10::within_token_word,oof_fold,1.0,M_predictor,1920,1920,1324.91567631974,0.6900602480832,tr_10,within_token_word,base,-0.6900602480831979,all exposure participants
AN19,tr_10::within_token_word,oof_fold,2.0,M_predictor,1920,1920,1322.676053015,0.688893777611981,tr_10,within_token_word,base,-0.6888937776119791,all exposure participants
AN19,tr_10::within_type_word,oof_fold,0.0,M_predictor,1920,1920,1329.88693466315,0.692649445137057,tr_10,within_type_word,base,-0.6926494451370573,all exposure participants
AN19,tr_10::within_type_word,oof_fold,1.0,M_predictor,1920,1920,1324.22939219385,0.689702808434297,tr_10,within_type_word,base,-0.6897028084342968,all exposure participants
AN19,tr_10::within_type_word,oof_fold,2.0,M_predictor,1920,1920,1326.67989269913,0.690979110780795,tr_10,within_type_word,base,-0.6909791107807969,all exposure participants
AN19,tr_12::between_type_word,oof_fold,0.0,M_predictor,1920,1920,1331.86784379138,0.693681168641346,tr_12,between_type_word,base,-0.6936811686413438,all exposure participants
AN19,tr_12::between_type_word,oof_fold,1.0,M_predictor,1920,1920,1324.73953589498,0.689968508278634,tr_12,between_type_word,base,-0.6899685082786354,all exposure participants
AN19,tr_12::between_type_word,oof_fold,2.0,M_predictor,1920,1920,1320.68522911705,0.687856890165129,tr_12,between_type_word,base,-0.6878568901651303,all exposure participants
AN19,tr_12::mean_dissimilarity_word,oof_fold,0.0,M_predictor,1920,1920,1332.59678232694,0.694060824128614,tr_12,mean_dissimilarity_word,base,-0.6940608241286146,all exposure participants
AN19,tr_12::mean_dissimilarity_word,oof_fold,1.0,M_predictor,1920,1920,1322.38161948494,0.688740426815071,tr_12,mean_dissimilarity_word,base,-0.688740426815073,all exposure participants
AN19,tr_12::mean_dissimilarity_word,oof_fold,2.0,M_predictor,1920,1920,1321.10737039331,0.68807675541318,tr_12,mean_dissimilarity_word,base,-0.6880767554131823,all exposure participants
AN19,tr_12::order_word,oof_fold,0.0,M_predictor,1920,1920,1331.61836759293,0.693551233121318,tr_12,order_word,base,-0.6935512331213177,all exposure participants
AN19,tr_12::order_word,oof_fold,1.0,M_predictor,1920,1920,1323.16538373387,0.689148637361389,tr_12,order_word,base,-0.6891486373613905,all exposure participants
