speaker_id,canonical_phone,comparison_word,mean_distance,n_phone_intervals,analysis
AN19.KOR.kf3,l,league,23.725599730771012,1,six_reference_complete
AN19.KOR.kf3,l,lice,14.8500804906981,1,six_reference_complete
AN19.KOR.kf3,m,bum,37.203786663533286,1,six_reference_complete
AN19.KOR.kf3,m,doom,38.75470748880046,1,six_reference_complete
AN19.KOR.kf3,m,lame,35.573786494293095,1,six_reference_complete
AN19.KOR.kf3,m,mote,51.69338322029673,1,six_reference_complete
AN19.KOR.kf3,m,move,38.08021557706496,1,six_reference_complete
AN19.KOR.kf3,m,mum,41.317940007720374,1,six_reference_complete
AN19.KOR.kf3,m,rhyme,44.59733392331491,1,six_reference_complete
AN19.KOR.kf3,m,theme,27.802890503149104,1,six_reference_complete
AN19.KOR.kf3,n,fin,44.67891372113177,1,six_reference_complete
AN19.KOR.kf3,n,join,54.13932738115719,1,six_reference_complete
AN19.KOR.kf3,ng,long,23.41091189963529,1,six_reference_complete
AN19.KOR.kf3,ng,young,96.90232168258473,1,six_reference_complete
AN19.KOR.kf3,ow,mote,51.6047483935566,1,six_reference_complete
AN19.KOR.kf3,ow,soak,31.890600820739067,1,six_reference_complete
AN19.KOR.kf3,oy,noise,71.30101429863677,1,six_reference_complete
AN19.KOR.kf3,oy,soil,23.738121210674958,1,six_reference_complete
AN19.KOR.kf3,oy,voice,37.99183285931724,1,six_reference_complete
AN19.KOR.kf3,p,deep,34.79276406835376,1,six_reference_complete
AN19.KOR.kf3,p,path,26.680999227223094,1,six_reference_complete
AN19.KOR.kf3,p,pawn,89.12849812472604,1,six_reference_complete
AN19.KOR.kf3,p,ship,35.570109073822586,1,six_reference_complete
AN19.KOR.kf3,p,shop,38.121371401947265,1,six_reference_complete
AN19.KOR.kf3,r,cheer,16.403304473872264,1,six_reference_complete
AN19.KOR.kf3,r,rim,54.2625231415953,1,six_reference_complete
AN19.KOR.kf3,r,whore,18.111421691773483,1,six_reference_complete
AN19.KOR.kf3,s,gas,28.34992392223357,1,six_reference_complete
AN19.KOR.kf3,s,lice,29.655362093398892,1,six_reference_complete
AN19.KOR.kf3,s,mace,45.482048344661145,1,six_reference_complete
AN19.KOR.kf3,s,peace,66.34629009217997,1,six_reference_complete
AN19.KOR.kf3,s,sane,19.24868769696354,1,six_reference_complete
AN19.KOR.kf3,s,soak,34.717323048408225,1,six_reference_complete
AN19.KOR.kf3,s,soil,20.64558220494475,1,six_reference_complete
AN19.KOR.kf3,sh,hash,25.33640642514231,1,six_reference_complete
AN19.KOR.kf3,sh,shall,11.723240901224335,1,six_reference_complete
