dataset_id,participant_id,presentation_index,segment_id,source_filename,source_condition,source_list,source_trial,order_status
X21,X21.87374087fffa1304ac0098b373661393,47,X21.CMN.CMN_M_032.HT1_S005,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S005,Talker-specific,a_rev,47,available
X21,X21.87374087fffa1304ac0098b373661393,48,X21.CMN.CMN_M_032.HT1_S013,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S013,Talker-specific,a_rev,48,available
X21,X21.87374087fffa1304ac0098b373661393,49,X21.CMN.CMN_M_032.HT1_S014,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S014,Talker-specific,a_rev,49,available
X21,X21.87374087fffa1304ac0098b373661393,50,X21.CMN.CMN_M_032.HT1_S011,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S011,Talker-specific,a_rev,50,available
X21,X21.87374087fffa1304ac0098b373661393,51,X21.CMN.CMN_M_032.HT1_S005,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S005,Talker-specific,a_rev,51,available
X21,X21.87374087fffa1304ac0098b373661393,52,X21.CMN.CMN_M_032.HT1_S009,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S009,Talker-specific,a_rev,52,available
X21,X21.87374087fffa1304ac0098b373661393,53,X21.CMN.CMN_M_032.HT1_S010,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S010,Talker-specific,a_rev,53,available
X21,X21.87374087fffa1304ac0098b373661393,54,X21.CMN.CMN_M_032.HT1_S004,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S004,Talker-specific,a_rev,54,available
X21,X21.87374087fffa1304ac0098b373661393,55,X21.CMN.CMN_M_032.HT1_S003,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S003,Talker-specific,a_rev,55,available
X21,X21.87374087fffa1304ac0098b373661393,56,X21.CMN.CMN_M_032.HT1_S013,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S013,Talker-specific,a_rev,56,available
X21,X21.87374087fffa1304ac0098b373661393,57,X21.CMN.CMN_M_032.HT1_S002,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S002,Talker-specific,a_rev,57,available
X21,X21.87374087fffa1304ac0098b373661393,58,X21.CMN.CMN_M_032.HT1_S008,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S008,Talker-specific,a_rev,58,available
X21,X21.87374087fffa1304ac0098b373661393,59,X21.CMN.CMN_M_032.HT1_S015,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S015,Talker-specific,a_rev,59,available
X21,X21.87374087fffa1304ac0098b373661393,60,X21.CMN.CMN_M_032.HT1_S016,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S016,Talker-specific,a_rev,60,available
X21,X21.87374087fffa1304ac0098b373661393,61,X21.CMN.CMN_M_032.HT1_S001,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S001,Talker-specific,a_rev,61,available
X21,X21.87374087fffa1304ac0098b373661393,62,X21.CMN.CMN_M_032.HT1_S007,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S007,Talker-specific,a_rev,62,available
X21,X21.87374087fffa1304ac0098b373661393,63,X21.CMN.CMN_M_032.HT1_S017,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S017,Talker-specific,a_rev,63,available
X21,X21.87374087fffa1304ac0098b373661393,64,X21.CMN.CMN_M_032.HT1_S006,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S006,Talker-specific,a_rev,64,available
X21,X21.87374087fffa1304ac0098b373661393,65,X21.CMN.CMN_M_032.HT1_S017,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S017,Talker-specific,a_rev,65,available
X21,X21.87374087fffa1304ac0098b373661393,66,X21.CMN.CMN_M_032.HT1_S014,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S014,Talker-specific,a_rev,66,available
X21,X21.87374087fffa1304ac0098b373661393,67,X21.CMN.CMN_M_032.HT1_S009,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S009,Talker-specific,a_rev,67,available
X21,X21.87374087fffa1304ac0098b373661393,68,X21.CMN.CMN_M_032.HT1_S002,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S002,Talker-specific,a_rev,68,available
X21,X21.87374087fffa1304ac0098b373661393,69,X21.CMN.CMN_M_032.HT1_S015,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S015,Talker-specific,a_rev,69,available
X21,X21.87374087fffa1304ac0098b373661393,70,X21.CMN.CMN_M_032.HT1_S001,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S001,Talker-specific,a_rev,70,available
X21,X21.87374087fffa1304ac0098b373661393,71,X21.CMN.CMN_M_032.HT1_S016,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S016,Talker-specific,a_rev,71,available
X21,X21.87374087fffa1304ac0098b373661393,72,X21.CMN.CMN_M_032.HT1_S005,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S005,Talker-specific,a_rev,72,available
X21,X21.87374087fffa1304ac0098b373661393,73,X21.CMN.CMN_M_032.HT1_S011,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S011,Talker-specific,a_rev,73,available
X21,X21.87374087fffa1304ac0098b373661393,74,X21.CMN.CMN_M_032.HT1_S003,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S003,Talker-specific,a_rev,74,available
X21,X21.87374087fffa1304ac0098b373661393,75,X21.CMN.CMN_M_032.HT1_S006,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S006,Talker-specific,a_rev,75,available
X21,X21.87374087fffa1304ac0098b373661393,76,X21.CMN.CMN_M_032.HT1_S007,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S007,Talker-specific,a_rev,76,available
X21,X21.87374087fffa1304ac0098b373661393,77,X21.CMN.CMN_M_032.HT1_S004,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S004,Talker-specific,a_rev,77,available
X21,X21.87374087fffa1304ac0098b373661393,78,X21.CMN.CMN_M_032.HT1_S013,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S013,Talker-specific,a_rev,78,available
X21,X21.87374087fffa1304ac0098b373661393,79,X21.CMN.CMN_M_032.HT1_S008,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S008,Talker-specific,a_rev,79,available
X21,X21.87374087fffa1304ac0098b373661393,80,X21.CMN.CMN_M_032.HT1_S010,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S010,Talker-specific,a_rev,80,available
X21,X21.8746531b88dff37409223eb87b73ec4d,1,X21.CMN.CMN_M_043.HT1_S007,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S007,Talker-specific,a_rev,1,available
X21,X21.8746531b88dff37409223eb87b73ec4d,2,X21.CMN.CMN_M_043.HT1_S001,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S001,Talker-specific,a_rev,2,available
X21,X21.8746531b88dff37409223eb87b73ec4d,3,X21.CMN.CMN_M_043.HT1_S003,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S003,Talker-specific,a_rev,3,available
X21,X21.8746531b88dff37409223eb87b73ec4d,4,X21.CMN.CMN_M_043.HT1_S006,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S006,Talker-specific,a_rev,4,available
X21,X21.8746531b88dff37409223eb87b73ec4d,5,X21.CMN.CMN_M_043.HT1_S011,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S011,Talker-specific,a_rev,5,available
X21,X21.8746531b88dff37409223eb87b73ec4d,6,X21.CMN.CMN_M_043.HT1_S008,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S008,Talker-specific,a_rev,6,available
X21,X21.8746531b88dff37409223eb87b73ec4d,7,X21.CMN.CMN_M_043.HT1_S010,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S010,Talker-specific,a_rev,7,available
X21,X21.8746531b88dff37409223eb87b73ec4d,8,X21.CMN.CMN_M_043.HT1_S004,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S004,Talker-specific,a_rev,8,available
X21,X21.8746531b88dff37409223eb87b73ec4d,9,X21.CMN.CMN_M_043.HT1_S002,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S002,Talker-specific,a_rev,9,available
X21,X21.8746531b88dff37409223eb87b73ec4d,10,X21.CMN.CMN_M_043.HT1_S015,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S015,Talker-specific,a_rev,10,available
X21,X21.8746531b88dff37409223eb87b73ec4d,11,X21.CMN.CMN_M_043.HT1_S014,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S014,Talker-specific,a_rev,11,available
X21,X21.8746531b88dff37409223eb87b73ec4d,12,X21.CMN.CMN_M_043.HT1_S016,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S016,Talker-specific,a_rev,12,available
X21,X21.8746531b88dff37409223eb87b73ec4d,13,X21.CMN.CMN_M_043.HT1_S013,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S013,Talker-specific,a_rev,13,available
X21,X21.8746531b88dff37409223eb87b73ec4d,14,X21.CMN.CMN_M_043.HT1_S005,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S005,Talker-specific,a_rev,14,available
X21,X21.8746531b88dff37409223eb87b73ec4d,15,X21.CMN.CMN_M_043.HT1_S017,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S017,Talker-specific,a_rev,15,available
X21,X21.8746531b88dff37409223eb87b73ec4d,16,X21.CMN.CMN_M_043.HT1_S009,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S009,Talker-specific,a_rev,16,available
X21,X21.8746531b88dff37409223eb87b73ec4d,17,X21.CMN.CMN_M_043.HT1_S008,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S008,Talker-specific,a_rev,17,available
X21,X21.8746531b88dff37409223eb87b73ec4d,18,X21.CMN.CMN_M_043.HT1_S002,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S002,Talker-specific,a_rev,18,available
X21,X21.8746531b88dff37409223eb87b73ec4d,19,X21.CMN.CMN_M_043.HT1_S014,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S014,Talker-specific,a_rev,19,available
X21,X21.8746531b88dff37409223eb87b73ec4d,20,X21.CMN.CMN_M_043.HT1_S010,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S010,Talker-specific,a_rev,20,available
X21,X21.8746531b88dff37409223eb87b73ec4d,21,X21.CMN.CMN_M_043.HT1_S003,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S003,Talker-specific,a_rev,21,available
X21,X21.8746531b88dff37409223eb87b73ec4d,22,X21.CMN.CMN_M_043.HT1_S015,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S015,Talker-specific,a_rev,22,available
X21,X21.8746531b88dff37409223eb87b73ec4d,23,X21.CMN.CMN_M_043.HT1_S001,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S001,Talker-specific,a_rev,23,available
X21,X21.8746531b88dff37409223eb87b73ec4d,24,X21.CMN.CMN_M_043.HT1_S016,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S016,Talker-specific,a_rev,24,available
X21,X21.8746531b88dff37409223eb87b73ec4d,25,X21.CMN.CMN_M_043.HT1_S004,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S004,Talker-specific,a_rev,25,available
X21,X21.8746531b88dff37409223eb87b73ec4d,26,X21.CMN.CMN_M_043.HT1_S017,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S017,Talker-specific,a_rev,26,available
X21,X21.8746531b88dff37409223eb87b73ec4d,27,X21.CMN.CMN_M_043.HT1_S007,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S007,Talker-specific,a_rev,27,available
X21,X21.8746531b88dff37409223eb87b73ec4d,28,X21.CMN.CMN_M_043.HT1_S009,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S009,Talker-specific,a_rev,28,available
X21,X21.8746531b88dff37409223eb87b73ec4d,29,X21.CMN.CMN_M_043.HT1_S013,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S013,Talker-specific,a_rev,29,available
X21,X21.8746531b88dff37409223eb87b73ec4d,30,X21.CMN.CMN_M_043.HT1_S011,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S011,Talker-specific,a_rev,30,available
X21,X21.8746531b88dff37409223eb87b73ec4d,31,X21.CMN.CMN_M_043.HT1_S005,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S005,Talker-specific,a_rev,31,available
X21,X21.8746531b88dff37409223eb87b73ec4d,32,X21.CMN.CMN_M_043.HT1_S006,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S006,Talker-specific,a_rev,32,available
X21,X21.8746531b88dff37409223eb87b73ec4d,33,X21.CMN.CMN_M_043.HT1_S003,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S003,Talker-specific,a_rev,33,available
X21,X21.8746531b88dff37409223eb87b73ec4d,34,X21.CMN.CMN_M_043.HT1_S011,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S011,Talker-specific,a_rev,34,available
X21,X21.8746531b88dff37409223eb87b73ec4d,35,X21.CMN.CMN_M_043.HT1_S014,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S014,Talker-specific,a_rev,35,available
X21,X21.8746531b88dff37409223eb87b73ec4d,36,X21.CMN.CMN_M_043.HT1_S004,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S004,Talker-specific,a_rev,36,available
X21,X21.8746531b88dff37409223eb87b73ec4d,37,X21.CMN.CMN_M_043.HT1_S015,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S015,Talker-specific,a_rev,37,available
X21,X21.8746531b88dff37409223eb87b73ec4d,38,X21.CMN.CMN_M_043.HT1_S010,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S010,Talker-specific,a_rev,38,available
X21,X21.8746531b88dff37409223eb87b73ec4d,39,X21.CMN.CMN_M_043.HT1_S008,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S008,Talker-specific,a_rev,39,available
X21,X21.8746531b88dff37409223eb87b73ec4d,40,X21.CMN.CMN_M_043.HT1_S016,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S016,Talker-specific,a_rev,40,available
X21,X21.8746531b88dff37409223eb87b73ec4d,41,X21.CMN.CMN_M_043.HT1_S009,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S009,Talker-specific,a_rev,41,available
X21,X21.8746531b88dff37409223eb87b73ec4d,42,X21.CMN.CMN_M_043.HT1_S002,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S002,Talker-specific,a_rev,42,available
X21,X21.8746531b88dff37409223eb87b73ec4d,43,X21.CMN.CMN_M_043.HT1_S017,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S017,Talker-specific,a_rev,43,available
X21,X21.8746531b88dff37409223eb87b73ec4d,44,X21.CMN.CMN_M_043.HT1_S006,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S006,Talker-specific,a_rev,44,available
X21,X21.8746531b88dff37409223eb87b73ec4d,45,X21.CMN.CMN_M_043.HT1_S001,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S001,Talker-specific,a_rev,45,available
X21,X21.8746531b88dff37409223eb87b73ec4d,46,X21.CMN.CMN_M_043.HT1_S007,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S007,Talker-specific,a_rev,46,available
X21,X21.8746531b88dff37409223eb87b73ec4d,47,X21.CMN.CMN_M_043.HT1_S005,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S005,Talker-specific,a_rev,47,available
X21,X21.8746531b88dff37409223eb87b73ec4d,48,X21.CMN.CMN_M_043.HT1_S013,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S013,Talker-specific,a_rev,48,available
X21,X21.8746531b88dff37409223eb87b73ec4d,49,X21.CMN.CMN_M_043.HT1_S014,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S014,Talker-specific,a_rev,49,available
X21,X21.8746531b88dff37409223eb87b73ec4d,50,X21.CMN.CMN_M_043.HT1_S011,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S011,Talker-specific,a_rev,50,available
X21,X21.8746531b88dff37409223eb87b73ec4d,51,X21.CMN.CMN_M_043.HT1_S005,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S005,Talker-specific,a_rev,51,available
X21,X21.8746531b88dff37409223eb87b73ec4d,52,X21.CMN.CMN_M_043.HT1_S009,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S009,Talker-specific,a_rev,52,available
X21,X21.8746531b88dff37409223eb87b73ec4d,53,X21.CMN.CMN_M_043.HT1_S010,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S010,Talker-specific,a_rev,53,available
X21,X21.8746531b88dff37409223eb87b73ec4d,54,X21.CMN.CMN_M_043.HT1_S004,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S004,Talker-specific,a_rev,54,available
X21,X21.8746531b88dff37409223eb87b73ec4d,55,X21.CMN.CMN_M_043.HT1_S003,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S003,Talker-specific,a_rev,55,available
X21,X21.8746531b88dff37409223eb87b73ec4d,56,X21.CMN.CMN_M_043.HT1_S013,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S013,Talker-specific,a_rev,56,available
X21,X21.8746531b88dff37409223eb87b73ec4d,57,X21.CMN.CMN_M_043.HT1_S002,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S002,Talker-specific,a_rev,57,available
X21,X21.8746531b88dff37409223eb87b73ec4d,58,X21.CMN.CMN_M_043.HT1_S008,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S008,Talker-specific,a_rev,58,available
X21,X21.8746531b88dff37409223eb87b73ec4d,59,X21.CMN.CMN_M_043.HT1_S015,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S015,Talker-specific,a_rev,59,available
X21,X21.8746531b88dff37409223eb87b73ec4d,60,X21.CMN.CMN_M_043.HT1_S016,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S016,Talker-specific,a_rev,60,available
X21,X21.8746531b88dff37409223eb87b73ec4d,61,X21.CMN.CMN_M_043.HT1_S001,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S001,Talker-specific,a_rev,61,available
X21,X21.8746531b88dff37409223eb87b73ec4d,62,X21.CMN.CMN_M_043.HT1_S007,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S007,Talker-specific,a_rev,62,available
X21,X21.8746531b88dff37409223eb87b73ec4d,63,X21.CMN.CMN_M_043.HT1_S017,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S017,Talker-specific,a_rev,63,available
X21,X21.8746531b88dff37409223eb87b73ec4d,64,X21.CMN.CMN_M_043.HT1_S006,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S006,Talker-specific,a_rev,64,available
X21,X21.8746531b88dff37409223eb87b73ec4d,65,X21.CMN.CMN_M_043.HT1_S017,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S017,Talker-specific,a_rev,65,available
X21,X21.8746531b88dff37409223eb87b73ec4d,66,X21.CMN.CMN_M_043.HT1_S014,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S014,Talker-specific,a_rev,66,available
X21,X21.8746531b88dff37409223eb87b73ec4d,67,X21.CMN.CMN_M_043.HT1_S009,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S009,Talker-specific,a_rev,67,available
X21,X21.8746531b88dff37409223eb87b73ec4d,68,X21.CMN.CMN_M_043.HT1_S002,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S002,Talker-specific,a_rev,68,available
X21,X21.8746531b88dff37409223eb87b73ec4d,69,X21.CMN.CMN_M_043.HT1_S015,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S015,Talker-specific,a_rev,69,available
X21,X21.8746531b88dff37409223eb87b73ec4d,70,X21.CMN.CMN_M_043.HT1_S001,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S001,Talker-specific,a_rev,70,available
X21,X21.8746531b88dff37409223eb87b73ec4d,71,X21.CMN.CMN_M_043.HT1_S016,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S016,Talker-specific,a_rev,71,available
X21,X21.8746531b88dff37409223eb87b73ec4d,72,X21.CMN.CMN_M_043.HT1_S005,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S005,Talker-specific,a_rev,72,available
X21,X21.8746531b88dff37409223eb87b73ec4d,73,X21.CMN.CMN_M_043.HT1_S011,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S011,Talker-specific,a_rev,73,available
X21,X21.8746531b88dff37409223eb87b73ec4d,74,X21.CMN.CMN_M_043.HT1_S003,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S003,Talker-specific,a_rev,74,available
X21,X21.8746531b88dff37409223eb87b73ec4d,75,X21.CMN.CMN_M_043.HT1_S006,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S006,Talker-specific,a_rev,75,available
X21,X21.8746531b88dff37409223eb87b73ec4d,76,X21.CMN.CMN_M_043.HT1_S007,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S007,Talker-specific,a_rev,76,available
X21,X21.8746531b88dff37409223eb87b73ec4d,77,X21.CMN.CMN_M_043.HT1_S004,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S004,Talker-specific,a_rev,77,available
X21,X21.8746531b88dff37409223eb87b73ec4d,78,X21.CMN.CMN_M_043.HT1_S013,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S013,Talker-specific,a_rev,78,available
X21,X21.8746531b88dff37409223eb87b73ec4d,79,X21.CMN.CMN_M_043.HT1_S008,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S008,Talker-specific,a_rev,79,available
X21,X21.8746531b88dff37409223eb87b73ec4d,80,X21.CMN.CMN_M_043.HT1_S010,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S010,Talker-specific,a_rev,80,available
X21,X21.8b3ad7cb629be6bd8ff9d20118046196,1,X21.CMN.CMN_M_043.HT1_S025,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S025,Talker-specific,a_rev,1,available
X21,X21.8b3ad7cb629be6bd8ff9d20118046196,2,X21.CMN.CMN_M_043.HT1_S018,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S018,Talker-specific,a_rev,2,available
X21,X21.8b3ad7cb629be6bd8ff9d20118046196,3,X21.CMN.CMN_M_043.HT1_S020,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S020,Talker-specific,a_rev,3,available
X21,X21.8b3ad7cb629be6bd8ff9d20118046196,4,X21.CMN.CMN_M_043.HT1_S023,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S023,Talker-specific,a_rev,4,available
X21,X21.8b3ad7cb629be6bd8ff9d20118046196,5,X21.CMN.CMN_M_043.HT1_S029,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S029,Talker-specific,a_rev,5,available
X21,X21.8b3ad7cb629be6bd8ff9d20118046196,6,X21.CMN.CMN_M_043.HT1_S026,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S026,Talker-specific,a_rev,6,available
X21,X21.8b3ad7cb629be6bd8ff9d20118046196,7,X21.CMN.CMN_M_043.HT1_S028,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S028,Talker-specific,a_rev,7,available
X21,X21.8b3ad7cb629be6bd8ff9d20118046196,8,X21.CMN.CMN_M_043.HT1_S021,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S021,Talker-specific,a_rev,8,available
X21,X21.8b3ad7cb629be6bd8ff9d20118046196,9,X21.CMN.CMN_M_043.HT1_S019,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S019,Talker-specific,a_rev,9,available
X21,X21.8b3ad7cb629be6bd8ff9d20118046196,10,X21.CMN.CMN_M_043.HT1_S032,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S032,Talker-specific,a_rev,10,available
X21,X21.8b3ad7cb629be6bd8ff9d20118046196,11,X21.CMN.CMN_M_043.HT1_S031,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S031,Talker-specific,a_rev,11,available
X21,X21.8b3ad7cb629be6bd8ff9d20118046196,12,X21.CMN.CMN_M_043.HT1_S038,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S038,Talker-specific,a_rev,12,available
X21,X21.8b3ad7cb629be6bd8ff9d20118046196,13,X21.CMN.CMN_M_043.HT1_S030,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S030,Talker-specific,a_rev,13,available
X21,X21.8b3ad7cb629be6bd8ff9d20118046196,14,X21.CMN.CMN_M_043.HT1_S022,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S022,Talker-specific,a_rev,14,available
X21,X21.8b3ad7cb629be6bd8ff9d20118046196,15,X21.CMN.CMN_M_043.HT1_S041,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S041,Talker-specific,a_rev,15,available
X21,X21.8b3ad7cb629be6bd8ff9d20118046196,16,X21.CMN.CMN_M_043.HT1_S027,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S027,Talker-specific,a_rev,16,available
X21,X21.8b3ad7cb629be6bd8ff9d20118046196,17,X21.CMN.CMN_M_043.HT1_S026,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S026,Talker-specific,a_rev,17,available
X21,X21.8b3ad7cb629be6bd8ff9d20118046196,18,X21.CMN.CMN_M_043.HT1_S019,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S019,Talker-specific,a_rev,18,available
X21,X21.8b3ad7cb629be6bd8ff9d20118046196,19,X21.CMN.CMN_M_043.HT1_S031,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S031,Talker-specific,a_rev,19,available
X21,X21.8b3ad7cb629be6bd8ff9d20118046196,20,X21.CMN.CMN_M_043.HT1_S028,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S028,Talker-specific,a_rev,20,available
X21,X21.8b3ad7cb629be6bd8ff9d20118046196,21,X21.CMN.CMN_M_043.HT1_S020,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S020,Talker-specific,a_rev,21,available
X21,X21.8b3ad7cb629be6bd8ff9d20118046196,22,X21.CMN.CMN_M_043.HT1_S032,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S032,Talker-specific,a_rev,22,available
X21,X21.8b3ad7cb629be6bd8ff9d20118046196,23,X21.CMN.CMN_M_043.HT1_S018,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S018,Talker-specific,a_rev,23,available
X21,X21.8b3ad7cb629be6bd8ff9d20118046196,24,X21.CMN.CMN_M_043.HT1_S038,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S038,Talker-specific,a_rev,24,available
X21,X21.8b3ad7cb629be6bd8ff9d20118046196,25,X21.CMN.CMN_M_043.HT1_S021,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S021,Talker-specific,a_rev,25,available
