tau_index,k_index,tau,k,status,z,log_likelihood,kind,coefficient,std_error,singular,var_participant,var_item,n_rows,participants,n_word_responses,predictor_mean,predictor_sd,predictor_min,predictor_max,n_zero,n_one,fit_seconds,warnings,convergence,lme4_version,wall_seconds,flagged,z_stable,log_likelihood_stable,z_difference,log_likelihood_difference
1,34,0.625,0.1098560543306118,ok,4.31999534473803,-3893.03460044933,grid,0.739080172607473,0.171083557649596,False,0.871721726626492,2.66773660030956,10969.0,213.0,10969.0,0.350847134611664,0.387377982705357,2.45052230832011e-07,1.0,0.0,2679.0,5.6,,ok,1.1.35.5,6.60999999998603,False,4.31997434452047,-3893.03460053091,2.1000217559574708e-05,8.1580310506979e-08
1,35,0.625,0.1578882264736758,not_started_budget,,,,,,,,,,,,,,,,,,,,,,,True,4.12313875994138,-3893.80318034185,,
1,36,0.625,0.2269214219544048,not_started_budget,,,,,,,,,,,,,,,,,,,,,,,True,3.93966494954564,-3894.50820618752,,
1,37,0.625,0.3261378817906619,ok,3.80801833431858,-3895.00234596273,grid,0.647008453664614,0.16990686411188,False,0.873793399554203,2.72566399521895,10969.0,213.0,10969.0,0.25489983922295,0.424796334225006,2.36699825943831e-20,1.0,0.0,2679.0,5.0,,ok,1.1.35.5,6.0,False,3.80780915338345,-3895.00234606787,0.00020918093512989344,1.0513986126170494e-07
1,38,0.625,0.4687345823184205,ok,3.73295349283547,-3895.27787626133,grid,0.633896810315181,0.169811065562911,False,0.87422437800028,2.73125270229274,10969.0,213.0,10969.0,0.247829504037222,0.42795448276639,6.21215859539804e-29,1.0,0.0,2679.0,4.33,,ok,1.1.35.5,5.218999999924563,False,3.73271974408181,-3895.27787592726,0.00023374875366011238,-3.3407013688702136e-07
1,39,0.625,0.6736785909532896,ok,3.69833627396996,-3895.40278186744,grid,0.627998557822612,0.169805694047526,False,0.874489119269033,2.73333695387747,10969.0,213.0,10969.0,0.245282232493014,0.429150028893746,2.88702722271085e-41,1.0,0.0,2679.0,4.17,,ok,1.1.35.5,5.140999999945052,False,3.69821965000734,-3895.40278203222,0.00011662396262002162,1.647799763304647e-07
1,40,0.625,0.9682299131078524,not_started_budget,,,,,,,,,,,,,,,,,,,,,,,True,3.6836995882414,-3895.45505582801,,
1,41,0.625,1.3915673990920128,ok,3.67586785429124,-3895.48360962071,grid,0.624261957171375,0.169827094421419,False,0.874639147422465,2.73397312677684,10969.0,213.0,10969.0,0.244307280937556,0.429618570338495,1.82175620391006e-84,1.0,0.0,2679.0,3.83,,ok,1.1.35.5,4.766000000061467,False,3.67581775365614,-3895.48360999535,5.0100635100136515e-05,3.7463996704900637e-07
1,42,0.625,2.0,timeout,,,grid,,,,,,10969.0,213.0,10969.0,0.244255131233635,0.429641927724462,4.438228089854781e-121,1.0,0.0,2679.0,,,,1.1.35.5,4.155999999959022,True,3.67033378590954,-3895.50380801834,,
2,0,0.75,1e-06,ok,1184.18523385466,-3892.62413667389,grid,15803.2750199309,13.3452728239901,False,0.885951672483065,2.61019611734131,10969.0,213.0,10969.0,0.999985825786914,1.24506526527607e-05,0.999894189134097,1.0,0.0,2679.0,5.26,Some predictor variables are on very different scales: consider rescaling,ok,1.1.35.5,6.280999999959022,True,4.4922264192524,-3892.53196510868,1179.6930074354077,-0.09217156520981007
2,1,0.75,1.4372282659862436e-06,ok,858.951330298833,-3892.62403148354,grid,10995.0239967373,12.8005203658187,False,0.885970489159423,2.61025522284052,10969.0,213.0,10969.0,0.999979628532133,1.7894265387511e-05,0.999847929150492,1.0,0.0,2679.0,4.92,Some predictor variables are on very different scales: consider rescaling,ok,1.1.35.5,5.905999999959022,True,4.49224402470642,-3892.53194776427,854.4590862741265,-0.09208371926979453
2,2,0.75,2.0656250885498287e-06,nonconverged,4.03473028058361,-3892.62397978769,grid,7650.02236719699,1896.0430648887,False,0.885972870526215,2.61028079653399,10969.0,213.0,10969.0,0.999970721781553,2.57178041531425e-05,0.999781446742871,1.0,0.0,2679.0,5.66,"Some predictor variables are on very different scales: consider rescaling | unable to evaluate scaled gradient | Model failed to converge: degenerate  Hessian with 1 negative eigenvalues | variance-covariance matrix computed from finite-difference Hessian is
not positive definite or contains NA values: falling back to var-cov estimated from RX",unable to evaluate scaled gradient | Model failed to converge: degenerate  Hessian with 1 negative eigenvalues,1.1.35.5,6.60999999998603,True,4.4922426467827,-3892.53192225348,-0.4575123661990901,-0.09205753421019836
2,3,0.75,2.9687747641941507e-06,timeout,,,grid,,,,,,10969.0,213.0,10969.0,0.999957920994006,3.69616530630985e-05,0.999685904089699,1.0,0.0,2679.0,,,,1.1.35.5,90.04700000002049,True,4.49225148011745,-3892.53188606114,,
