tau_index,k_index,tau,k,status,z,log_likelihood,kind,coefficient,std_error,singular,var_participant,var_item,n_rows,participants,n_word_responses,predictor_mean,predictor_sd,predictor_min,predictor_max,n_zero,n_one,fit_seconds,warnings,convergence,lme4_version,wall_seconds
0,17,0.5,0.0004763627000032694,ok,4.65362389460613,-3892.34913538192,grid,19.3468622038387,4.15737555118345,FALSE,0.883038949593979,2.60116100684099,10969,213,10969,0.987000923516481,0.0113754817149766,0.904805918347465,1,0,2679,24.52,,ok,1.1.35.5,25.530999999959022
0,18,0.5,0.0006846419373062247,ok,4.60378739884562,-3892.33446994301,grid,13.6071167145288,2.95563533579781,FALSE,0.882847690945916,2.60086831845635,10969,213,10969,0.981411633635544,0.0162116282568914,0.866084447243815,1,0,2679,16.08,,ok,1.1.35.5,17.0
0,19,0.5,0.0009839867443760877,not_started_budget,,,,,,,,,,,,,,,,,,,,,,
0,20,0.5,0.001,not_started_budget,,,,,,,,,,,,,,,,,,,,,,
0,21,0.5,0.0014142135623730952,ok,4.56157266025764,-3892.28598497218,grid,6.83610968008107,1.49863000969822,FALSE,0.882199051074869,2.59992848133338,10969,213,10969,0.962272292932776,0.0325250019202477,0.743058257538208,1,0,2679,9.95,,ok,1.1.35.5,10.937999999965541
0,22,0.5,0.0020325477059837138,ok,4.56116392774391,-3892.24819925639,grid,4.90467325733344,1.07531177020411,FALSE,0.881672889515348,2.59921425987738,10969,213,10969,0.946568971834198,0.0456285944889712,0.652574975361137,1,0,2679,8.17,,ok,1.1.35.5,9.140999999945052
0,23,0.5,0.0029212350150052933,not_started_budget,,,,,,,,,,,,,,,,,,,,,,
0,24,0.5,0.00419848153515436,ok,4.58792167828828,-3892.13674970111,grid,2.63062385621347,0.573380288652822,FALSE,0.87998827246915,2.59733030562344,10969,213,10969,0.895050478132737,0.0868944816547213,0.414091137699371,1,0,2679,6.42,,ok,1.1.35.5,7.405999999959022
0,25,0.5,0.006034176336545169,ok,4.6044974623473,-3892.06368541987,grid,1.98566562951211,0.43124480917834,FALSE,0.878734750631443,2.59637623943575,10969,213,10969,0.855260913541189,0.117022455937466,0.281630350670441,1,0,2679,8.19,,ok,1.1.35.5,9.219000000040978
0,26,0.5,0.008672488792828037,not_started_budget,,,,,,,,,,,,,,,,,,,,,,
0,27,0.5,0.012464346029501394,ok,4.63132021390653,-3891.91565239125,grid,1.23900853204959,0.267528150683515,FALSE,0.87536748985978,2.59663516209286,10969,213,10969,0.73888948869444,0.19693780871429,0.0729867587203051,1,0,2679,5.91,,ok,1.1.35.5,6.812999999965541
0,28,0.5,0.017914110430632808,ok,4.63501580987542,-3891.87710791397,grid,1.03702969910239,0.223738114742324,FALSE,0.873477260700044,2.59997382869453,10969,213,10969,0.662148287732954,0.243327904137408,0.0232392579512318,1,0,2679,5.38,,ok,1.1.35.5,6.296999999904074
0,29,0.5,0.02574666587090447,ok,4.61982017131251,-3891.90992005285,grid,0.906695526596763,0.196262082283425,FALSE,0.871846729018758,2.60779977812346,10969,213,10969,0.576968742025439,0.289308089789435,0.00448630139648399,1,0,2679,6.36,,ok,1.1.35.5,7.452999999979511
0,30,0.5,0.0370038359445673,not_started_budget,,,,,,,,,,,,,,,,,,,,,,
0,31,0.5,0.05,ok,4.48693305686454,-3892.3888876626,grid,0.781614129788982,0.174197858511215,FALSE,0.870932623916682,2.63986181427037,10969,213,10969,0.422732079750465,0.35929811367632,2.75403626505094e-05,1,0,2679,6.15,,ok,1.1.35.5,7.172000000020489
0,32,0.5,0.05318295896944989,ok,4.46461753336734,-3892.47438167378,grid,0.774109522426712,0.173387645557817,FALSE,0.87100936072577,2.64405810589046,10969,213,10969,0.409948270672441,0.364452001257621,1.41150319316453e-05,1,0,2679,5.09,,ok,1.1.35.5,6.0
0,33,0.5,0.07643605189968015,not_started_budget,,,,,,,,,,,,,,,,,,,,,,
0,34,0.5,0.10985605433061184,not_started_budget,,,,,,,,,,,,,,,,,,,,,,
0,35,0.5,0.1578882264736758,ok,3.92250964395762,-3894.5734823308,grid,0.667195515114007,0.170094040722571,FALSE,0.873270450806978,2.71558460780668,10969,213,10969,0.268659938685147,0.419016696222135,3.98563865631618e-15,1,0,2679,3.96,,ok,1.1.35.5,4.843999999924563
0,36,0.5,0.22692142195440484,ok,3.79745082362729,-3895.04135323402,grid,0.645180195781063,0.16989823588151,FALSE,0.87382857165797,2.72655865138401,10969,213,10969,0.253763607851026,0.42529068505802,2.01664102517267e-21,1,0,2679,4.98,,ok,1.1.35.5,5.952999999979511
0,37,0.5,0.32613788179066194,ok,3.72727762251777,-3895.29758003918,grid,0.632977122849151,0.169822907482157,FALSE,0.874248985850545,2.73161464558514,10969,213,10969,0.247388953453493,0.428157529739251,1.80313085840145e-30,1,0,2679,4.63,,ok,1.1.35.5,5.561999999918044
0,38,0.5,0.4687345823184205,ok,3.69601906941984,-3895.41187386635,grid,0.627580839871502,0.169799134713342,FALSE,0.874501591403228,2.73344392051188,10969,213,10969,0.245140599161737,0.429217340162479,1.78287795502946e-43,1,0,2679,4.95,,ok,1.1.35.5,5.906000000075437
0,39,0.5,0.6736785909532896,ok,3.68235688144495,-3895.45989225995,grid,0.625350212106132,0.169823358310872,FALSE,0.874612673437439,2.7339187863213,10969,213,10969,0.244472937430769,0.429539289809793,3.63164714979306e-62,1,0,2679,4.36,,ok,1.1.35.5,5.25
0,40,0.5,0.9682299131078523,not_started_budget,,,,,,,,,,,,,,,,,,,,,,
0,41,0.5,1.3915673990920128,not_started_budget,,,,,,,,,,,,,,,,,,,,,,
0,42,0.5,2.0,not_started_budget,,,,,,,,,,,,,,,,,,,,,,
