dataset_id,feature_key,scope,fold,model_id,term,estimate,std_error,z_value,p_value,conf_low,conf_high,fitted_condition_id
AN19,strf24_legacy,cv_train,1.0,M_predictor,similarity_z,1.23105979294433,0.287009300620679,4.28926794456511,1.79263002217737e-05,0.668521563727798,1.79359802216086,AN19.Spanish.test_Korean
AN19,strf24_legacy,cv_train,2.0,M_null,(Intercept),1.0415290243435,0.413071201310945,2.52142734966284,0.0116879808040062,0.23190946977405,1.85114857891296,AN19.Spanish.test_Korean
AN19,strf24_legacy,cv_train,2.0,M_predictor,(Intercept),1.031126639776,0.40174268680861,2.56663449922917,0.0102690791365036,0.243710973631121,1.81854230592087,AN19.Spanish.test_Korean
AN19,strf24_legacy,cv_train,2.0,M_predictor,similarity_z,0.59965014503182,0.262892129060662,2.28097412872126,0.0225499778323878,0.0843815720729226,1.11491871799072,AN19.Spanish.test_Korean
AN19,strf24_legacy,full,,M_null,(Intercept),1.1570058089605,0.356849423862361,3.24228016522388,0.0011857739058798,0.457580938190275,1.85643067973073,AN19.Spanish.test_Korean
AN19,strf24_legacy,full,,M_predictor,(Intercept),1.1508270781772,0.333558304661677,3.45015267823857,0.0005602695912005,0.497052801040315,1.80460135531409,AN19.Spanish.test_Korean
AN19,strf24_legacy,full,,M_predictor,similarity_z,0.836870702133699,0.22807140288675,3.6693364075515,0.0002431808972118,0.389850752475669,1.28389065179173,AN19.Spanish.test_Korean
AN19,mfcc39,cv_train,0.0,M_null,(Intercept),0.0088577403633118,0.431444205857732,0.020530442275154,0.983620227766716,-0.836772903117842,0.854488383844466,AN19.Spanish.test_Spanish
AN19,mfcc39,cv_train,0.0,M_predictor,(Intercept),-0.008952068492275,0.448299749200484,-0.0199689348661036,0.984068154007823,-0.887619576925224,0.869715439940674,AN19.Spanish.test_Spanish
AN19,mfcc39,cv_train,0.0,M_predictor,similarity_z,1.72122470912705,0.48600122494017,3.54160570138264,0.0003976994798458,0.768662308244319,2.67378711000979,AN19.Spanish.test_Spanish
AN19,mfcc39,cv_train,1.0,M_null,(Intercept),-0.148771656270977,0.399247084191047,-0.372630539237167,0.709423440241177,-0.931295941285429,0.633752628743476,AN19.Spanish.test_Spanish
AN19,mfcc39,cv_train,1.0,M_predictor,(Intercept),-0.136182615977407,0.398439124679749,-0.34179026993613,0.732508732564276,-0.917123300349714,0.644758068394901,AN19.Spanish.test_Spanish
AN19,mfcc39,cv_train,1.0,M_predictor,similarity_z,1.50795748735644,0.419490716078093,3.59473387505367,0.0003247233315313,0.685755683843379,2.3301592908695,AN19.Spanish.test_Spanish
AN19,mfcc39,cv_train,2.0,M_null,(Intercept),-0.0934965559808071,0.427665113121132,-0.21862095623948,0.826945326949132,-0.931720177698226,0.744727065736612,AN19.Spanish.test_Spanish
AN19,mfcc39,cv_train,2.0,M_predictor,(Intercept),-0.136612307283476,0.447604711758569,-0.305207482617303,0.760208133827793,-1.01391754233027,0.740692927763318,AN19.Spanish.test_Spanish
AN19,mfcc39,cv_train,2.0,M_predictor,similarity_z,1.55746070322411,0.480802020723747,3.23929733256878,0.0011982458917162,0.615088742605567,2.49983266384266,AN19.Spanish.test_Spanish
AN19,mfcc39,full,,M_null,(Intercept),-0.0812831845797076,0.41911827350705,-0.19393853648889,0.846224008755989,-0.902755000653525,0.74018863149411,AN19.Spanish.test_Spanish
AN19,mfcc39,full,,M_predictor,(Intercept),-0.0715229099670636,0.389817221818228,-0.183478066036843,0.854422927400321,-0.835564664730791,0.692518844796664,AN19.Spanish.test_Spanish
AN19,mfcc39,full,,M_predictor,similarity_z,1.09456828293304,0.387756612720112,2.82282299521507,0.0047602844979518,0.334565322001617,1.85457124386446,AN19.Spanish.test_Spanish
AN19,strf24_legacy,cv_train,0.0,M_null,(Intercept),0.0088577403633118,0.431444205857732,0.020530442275154,0.983620227766716,-0.836772903117842,0.854488383844466,AN19.Spanish.test_Spanish
AN19,strf24_legacy,cv_train,0.0,M_predictor,(Intercept),0.0043541048368952,0.429135651614602,0.0101462202464725,0.991904626412504,-0.836751772327725,0.845459982001516,AN19.Spanish.test_Spanish
AN19,strf24_legacy,cv_train,0.0,M_predictor,similarity_z,2.0606642788115,0.47230265310494,4.36301652185224,1.28281251383178e-05,1.13495107872582,2.98637747889719,AN19.Spanish.test_Spanish
AN19,strf24_legacy,cv_train,1.0,M_null,(Intercept),-0.148771656270977,0.399247084191047,-0.372630539237167,0.709423440241177,-0.931295941285429,0.633752628743476,AN19.Spanish.test_Spanish
AN19,strf24_legacy,cv_train,1.0,M_predictor,(Intercept),-0.17485877324175,0.374072464291604,-0.467446256898077,0.640180634389216,-0.908040803253294,0.558323256769794,AN19.Spanish.test_Spanish
AN19,strf24_legacy,cv_train,1.0,M_predictor,similarity_z,1.90873881774186,0.403818944688421,4.7267193450139,2.28176292409647e-06,1.11725368615255,2.70022394933116,AN19.Spanish.test_Spanish
AN19,strf24_legacy,cv_train,2.0,M_null,(Intercept),-0.0934965559808071,0.427665113121132,-0.21862095623948,0.826945326949132,-0.931720177698226,0.744727065736612,AN19.Spanish.test_Spanish
AN19,strf24_legacy,cv_train,2.0,M_predictor,(Intercept),-0.0950748014122363,0.442141929315207,-0.215032312270155,0.829742126226345,-0.961672982870043,0.77152338004557,AN19.Spanish.test_Spanish
AN19,strf24_legacy,cv_train,2.0,M_predictor,similarity_z,1.80390912751962,0.479052564033748,3.76557660464278,0.0001661651665456,0.864966102013472,2.74285215302576,AN19.Spanish.test_Spanish
AN19,strf24_legacy,full,,M_null,(Intercept),-0.0812831845797076,0.41911827350705,-0.19393853648889,0.846224008755989,-0.902755000653525,0.74018863149411,AN19.Spanish.test_Spanish
AN19,strf24_legacy,full,,M_predictor,(Intercept),-0.11028606513211,0.407081064838626,-0.27091917226813,0.786453198942597,-0.908164952215817,0.687592821951598,AN19.Spanish.test_Spanish
