dataset_id,model_variant,representation,measure,layer,mean_percent_ceiling,fold_bootstrap95_low,fold_bootstrap95_high,mean_z_test,min_fold_z_test,max_fold_z_test,n_folds
X21,ft,hubert_tsne_3d,between_type_word,cnn_4,10.480607346625824,5.665728458546482,14.740070158479206,2.278206803756834,0.846674927438381,3.364787928402,3
X21,ft,hubert_tsne_3d,mean_dissimilarity_phoneme,cnn_4,-13.125007959949457,-20.344174650308855,-5.67248879258708,-2.85302954731398,-4.81624856782044,-0.744882938657811,3
X21,ft,hubert_tsne_3d,mean_dissimilarity_sentence,cnn_4,-18.337836128545845,-22.507252267216927,-13.979785122961333,-3.986160501250057,-5.11076119214819,-2.74440486666407,3
X21,ft,hubert_tsne_3d,mean_dissimilarity_word,cnn_4,-18.44503092324719,-22.433498275575378,-14.060035213303621,-4.009461814097594,-5.04813665896689,-2.72451618076168,3
X21,ft,hubert_tsne_3d,order_phoneme,cnn_4,6.976292765092705,-1.0085217319952395,13.41261948106442,1.5164615099859249,-0.965316014447725,3.0365239402464,3
X21,ft,hubert_tsne_3d,order_sentence,cnn_4,9.73091784505081,1.2726132519807902,16.465744823164552,2.1152441369278803,-0.527986564247089,3.68807928381683,3
X21,ft,hubert_tsne_3d,order_word,cnn_4,7.301079702270787,-0.48152102965260046,14.269864011613079,1.5870615988527845,-0.712396779531936,3.38108522532873,3
X21,ft,hubert_tsne_3d,overall,cnn_4,8.69434592991862,-1.7237730368550677,17.9720778350657,1.88992082201544,-1.19698877693029,4.26857333056584,3
X21,ft,hubert_tsne_3d,within_token_phoneme,cnn_4,12.232742051660354,1.4160067924270758,20.783610480385345,2.6590745411015835,-0.73179039461891,4.64268372778715,3
X21,ft,hubert_tsne_3d,within_token_sentence,cnn_4,10.560301480849,0.15473048364028097,19.60489076121366,2.295530200464869,-0.825792117466863,4.57159130552533,3
X21,ft,hubert_tsne_3d,within_token_word,cnn_4,9.590083798020569,-0.3298892863721834,18.829431835631446,2.084630540450744,-0.785064480986518,4.53161161545273,3
X21,ft,hubert_tsne_3d,within_type_phoneme,cnn_4,-1.7902082054293114,-11.48823070572073,8.229186942700705,-0.38914390920898373,-3.02512031509438,2.44642653290316,3
